positnSn,positnNm,positnRgnNm,positnLotnoAddr,positnRdnmAddr,positnPstnAddExpln,positnPstnLat,positnPstnLot,positnIntdcCn,positnCnvncFcltSrvcExpln,prkMthdExpln,monSalsHrExplnCn,tuesSalsHrExplnCn,wedSalsHrExplnCn,thurSalsHrExplnCn,friSalsHrExplnCn,satSalsHrExplnCn,sunSalsHrExplnCn,lhldySalsHrExplnCn,lhldyDyoffCn,tmprLhldyCn,dyoffBgndeCn,dyoffEnddtCn,dyoffRsnExpln,bscTelnoCn,rprsTelnoCn,telnoExpln,indivTelnoCn,lnkgHmpgUrlAddr,indivRelSrchListCn,comRelSrwrdListCn,clctItemCn,etcMttrCn
283, 부안상원아파트 ,부안,전북특별자치도 부안군 부안읍 동중리 106,전북특별자치도 부안군 부안읍 상원길 19,,35.849875,126.815793,"무인회수기 제품모델, NephronBasic_PETtype, 800개, 실제가동시작일 2023.12.18",,부안상원아파트,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,휴무,휴무,휴무,전체휴무,전체휴무,,,,,,,,,부안상원아파트,무인회수기,"투명패트병
캔","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
284, 부안여고 ,부안,전북특별자치도 부안군 부안읍 봉덕리 658-8,전북특별자치도 부안군 부안읍 교동1길54,,35.715093,126.735358,"무인회수기 제품모델, NephronBasic_PETtype, 800개, 실제가동시작일 2022.07.10.",,부안여고,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,휴무,휴무,휴무,전체휴무,전체휴무,,,,,,,,,부안여고,무인회수기,"투명패트병
캔","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
285,한국교통대학교,충북 충주시,,충북 충주시 대학로 50,한국교통대학교 내부,36.969836,127.871768,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,850-6921(자원순환과),043-850-6921,자원순환과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",투명pet,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
286,한국교통대학교,충북 충주시,,충북 충주시 대학로 50,한국교통대학교 내부 ,36.969836,127.871768,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,850-6921(자원순환과),043-850-6921,자원순환과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",알루미늄 캔,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
287,증평군청,충북 증평군,,충북 증평군 증평읍 광장로 88,증평군청 주차장 내,36.785294,127.581312,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,835-9647(환경위생과),043-835-9647,환경위생과,,다모아애플리케이션,," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
288,보은읍행정복지센터,충북 보은군,,충북 보은군 보은읍 삼산로 50,보은읍행정복지센터 입구 앞,36.483609,127.71685,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,540-3263(환경위생과),043-540-3263,환경위생과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
289,내수읍행정복지센터,충북 청주시,,충북 청주시 내수읍 마산3길 49,내수읍행정복지센터 입구 앞,36.724037,127.53535,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,201-4675(자원정책과),043-201-4675,자원정책과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",투명pet,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
290,내수읍행정복지센터,충북 청주시,,충북 청주시 내수읍 마산3길 49,내수읍행정복지센터 입구 앞,36.724037,127.53535,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,201-4675(자원정책과),043-201-4675,자원정책과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",알루미늄캔,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
291,문암생태공원,충북 청주시,,충북 청주시 흥덕구 문암동 100,문암생태공원 입구 앞,36.674706,127.447439,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,201-4675(자원정책과),043-201-4675,자원정책과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",투명pet,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
292,문암생태공원,충북 청주시,,충북 청주시 흥덕구 문암동 100,문암생태공원 입구 앞,36.674706,127.447439,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,201-4675(자원정책과),043-201-4675,자원정책과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",알루미늄캔,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
293,올림픽국민생활관,충북 청주시,,충북 청주시 흥덕구 흥덕로 61,올림픽국민생활관 입구 앞,36.640894,127.470938,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,201-4675(자원정책과),043-201-4675,자원정책과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",투명pet,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
294,올림픽국민생활관,충북 청주시,,충북 청주시 흥덕구 흥덕로 61,올림픽국민생활관 입구 앞,36.640894,127.470938,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,201-4675(자원정책과),043-201-4675,자원정책과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",알루미늄캔,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
295,서원구청,충북 청주시,,충북 청주시 서원구 사직대로 227,서원구청입구  앞,36.6378916,127.4697012,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,201-4675(자원정책과),043-201-4675,자원정책과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",투명pet,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
296,서원구청,충북 청주시,,충북 청주시 서원구 사직대로 227,서원구청입구  앞,36.6378916,127.4697012,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,201-4675(자원정책과),043-201-4675,자원정책과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",알루미늄캔,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
297,사직2동 행정복지센터 ,충북 청주시,,충북 청주시 서원구 충렬로53번길 31,사직2동 행정복지센터 입구앞,36.631781,127.473538,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,201-4675(자원정책과),043-201-4675,자원정책과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",투명pet,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
298,사직2동 행정복지센터 ,충북 청주시,,충북 청주시 서원구 충렬로53번길 31,사직2동 행정복지센터 입구앞,36.631781,127.473538,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,201-4675(자원정책과),043-201-4675,자원정책과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",알루미늄캔,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
299,가로수도서관,충북 청주시,,충북 청주시 흥덕구 서현서로5,가로수도서관 입구 앞,36.618328,127.42886,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,201-4675(자원정책과),043-201-4675,자원정책과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",투명pet,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
300,가로수도서관,충북 청주시,,충북 청주시 흥덕구 서현서로5,가로수도서관 입구 앞,36.618328,127.42886,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,201-4675(자원정책과),043-201-4675,자원정책과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",알루미늄캔,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
301,용암1동 행정복지센터,충북 청주시,,충북 청주시 상당구 중흥로 29,용암1동 행정복지센터 입구앞,36.6088989,127.501215,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,201-4675(자원정책과),043-201-4675,자원정책과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
302,새활용시민센터,충북 청주시,,충북 청주시 청원구 내수로 28,시민센터 입구 앞,36.682669,127.498991,자원재활용 회수율을 높이고 분리배출 인식 향상,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,201-4675(자원정책과),043-201-4675,자원정책과,,수퍼빈모아(애플리케이션),," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
303,단양읍  사무소,충북 단양군,,충북 단양군 단양읍 중앙1로 35,단양읍사무소 입구 앞,36.986647,128.368129,불필요한 플라스틱 사용을 줄이고 착한소비 실천,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,420-2684(환경과),043-420-2684,환경과,,오이스터,," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
304,매포읍 사무소,충북 단양군,,충북 단양군 매포읍 평동14길 12,매포읍사무소 입구 앞,37.032365,128.303315,불필요한 플라스틱 사용을 줄이고 착한소비 실천,,,상시,상시,상시,상시,상시,상시,상시,상시,상시,상시,,,,420-2684(환경과),043-420-2684,환경과,,오이스터,," 자원순환가게, 고품질 재활용품 유가보상제, 재활용, 분리배출, 투명페트병, 캔, 자원순환, 순환경제",,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
305,의림지동행정복지센터,충북 제천시,,충북 제천시 의림대로42길 34,,37.1620234,128.2150557,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
306,중앙동행정복지센터,충북 제천시,,충북 제천시 독순로61,,37.1393208,128.2101786,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
307,신백동행정복지센터,충북 제천시,,충북 제천시 의병대로34길 50,,37.1309664,128.2237742,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
308,남현동행정복지센터,충북 제천시,,충북 제천시 의병대로147,,37.1348182,128.2169819,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
309,교동행정복지센터,충북 제천시,,충북 제천시 장락로 43,,37.1462374,128.2218506,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
310,용두동행정복지센터,충북 제천시,,충북 제천시 용두대로 17길 8,,37.1423114,128.2003655,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
311,영서동행정복지센터,충북 제천시,,충북 제천시 동명로 11,,37.13281,128.201785,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
312,청천동행정복지센터,충북 제천시,,충북 제천시 의림대로241,,37.1490106,128.2142718,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
313,화산동행정복지센터,충북 제천시,,충북 제천시 내토로 521,,27.1273734,128.2150058,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
314,봉양읍행정복지센터,충북 제천시,,충북 제천시 봉양읍 주포로 83,,37.1325429,128.1216373,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
315,금성면행정복지센터,충북 제천시,,충북 제천시 금성면 청풍호로 1045,,37.0615969,128.1684844,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
316,청풍면행정복지센터,충북 제천시,,충북 제천시 청풍호로 2115,,37.000632,128.1682847,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
317,수산면행정복지센터,충북 제천시,,충북 제천시 수산면 월악로26길 39,,36.9337793,128.1809343,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
318,덕산면행정복지센터,충북 제천시,,충북 제천시 덕산면 약초로 59,,36.9119718,128.1642669,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
319,한수면행정복지센터,충북 제천시,,충북 제천시 한수면 미륵송계로8길 26,,37.1376199,128.0287735,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
320,백운면행정복지센터,충북 제천시,,충북 제천시 백운면 애련로 13,,37.1376199,128.0257735,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
321,송학면행정복지센터,충북 제천시,,충북 제천시 송학면 시곡포전로1길 14-2,,37.1847983,128.260989,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,641-6426(자원순환과),043-641-6426,자원순환과,,"www.jecheon,go.kr",,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
322,성내충인동행정복지센터,충북 충주시,,충북 충주시 충인6길 46,,36.9714234,127.9473752,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
323,교현안림동행정복지센터,충북 충주시,,충북 충주시 금봉대로 410,,36.9714234,127.9473725,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
324,교현2동행정복지센터,충북 충주시,,충북 충주시 대흥길 46,,36.9814372,127.9290638,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
325,용산동행정복지센터,충북 충주시,,충북 충주시 거룡6길 35,,36.964167,127.9386967,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
326,지현동행정복지센터,충북 충주시,,충북 충주시 지현천변1길 40,,,,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
327,문화동행정복지센터,충북 충주시,,충북 충주시 사직산6길 46,,36.917233,127.9255,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
328,호암직동행정복지센터,충북 충주시,,충북 충주시 호암토성3길 5,,36.953211,127.930687,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
329,달천동행정복지센터,충북 충주시,,충북 충주시 충원대로 211,,36.9710409,127.9123824,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
330,봉방동행정복지센터,충북 충주시,,충북 충주시 봉방2길 27,,36.9734802,127.9194368,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
331,칠금.금릉동행정복지센터,충북 충주시,,충북 충주시 칠금중앙로 37,,36.9820845,127.9192961,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
332,연수동행정복지센터,충북 충주시,,충북 충주시 예성로 344,,36.9866185,127.9341073,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
333,목행.용탄동행정복지센터,충북 충주시,,충북 충주시 행정5길 21,,37.0116288,127.917055,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
334,주덕읍행정복지센터,충북 충주시,,충북 충주시 주덕읍 신덕로 1359,,36.9755204,127.7956502,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
335,살미면행정복지센터,충북 충주시,,충북 충주시 살미면 세성양지말길 41,,36.9053656,127.9645363,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
336,수안보면행정복지센터,충북 충주시,,충북 충주시 수안보면 관동길 9-9,,36.8473188,127.9946265,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
337,대소원면행정복지센터,충북 충주시,,충북 충주시 대소원면 대소원1길 29,,36.9775898,127.8178668,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
338,신니면행정복지센터,충북 충주시,,충북 충주시 신니면 신덕로 780,,36.9957118,127.7364864,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
339,노은면행정복지센터,충북 충주시,,충북 충주시 노은면 연하중앙길 15,,37.0479619,127.7540705,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
340,앙성면행정복지센터,충북 충주시,,충북 충주시 앙성면 가곡로 1005,,37.109127,127.7507404,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
341,중앙탑면행정복지센터,충북 충주시,,충북 충주시 중앙탑면 중앙탑길 247,,37.0289025,127.8570632,,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,휴무,휴무,휴무,휴무,,,,850-6921(자원순환과),043-850-6921,자원순환과,,www.chungju.go.kr,,,,"품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
